gene	recessive	dominant	adult_onset
TM6SF2	0	0	0
PMEPA1	0	0	0
TMPRSS4	0	0	0
MYLK2	1	1	0
TM4SF4	0	0	0
LZTFL1	1	0	0
SACM1L	1	0	0
SFRP4	1	0	0
LDLRAD4	0	0	0
NOX5	0	0	0
FRK	0	0	0
MPP4	1	0	0
TAF3	0	0	0
SLA2	0	1	0
AQP10	0	0	0
OPA3	1	1	0
DLL1	0	0	0
PRDX5	0	0	0
PTPN23	0	0	0
ENAM	1	1	0
RAI14	0	0	0
PTPN18	0	0	0
DNMT3L	0	0	0
SNX13	0	0	0
NPLOC4	0	0	0
MUS81	0	0	0
VNN3	0	0	0
SETD7	0	0	0
FKRP	1	0	0
PAX3	1	1	0
GDAP1	1	1	1
TXNIP	0	0	0
RASGRF1	0	0	0
ERVE-1	0	0	0
BAALC	0	0	0
EDARADD	1	1	0
FBXO32	0	1	0
ATRIP	0	0	0
PSMA7	0	0	0
YAP1	0	1	0
TREX1	1	1	1
NSFL1C	0	0	0
DEFB103B	0	0	0
HDLCQ1	0	0	0
RASGRF2	0	0	0
HIF1AN	0	0	0
DYX6	0	0	0
DUSP14	0	0	0
GBA3	0	0	0
SLAMF8	0	0	0
IFT57	0	0	0
SMARCAL1	1	0	0
HSD17B6	0	0	0
NEUROG2	0	0	0
SLAMF7	0	0	0
DAAM1	0	0	0
DAAM2	0	0	0
GNMT	1	0	0
RIMS1	0	1	0
RIMS2	0	0	0
SP7	1	0	0
DCD	0	0	0
TMPRSS15	1	0	0
NLRP1	1	1	0
PYY2	0	0	0
PPY2P	0	0	0
GFM1	1	0	0
ALS3	0	1	1
BMIQ1	0	0	0
BMIQ2	0	0	0
IGSF8	0	0	0
ARAP2	0	0	0
ARAP1	0	0	0
ARAP3	0	0	0
IL22RA2	0	0	0
HIVEP3	0	1	1
GRIN3A	0	0	0
GRIN3B	0	0	0
HAVCR2	0	0	0
LGR6	0	0	0
RXFP1	0	0	0
RXFP2	0	1	0
TIMM8B	0	0	0
LOXL2	0	0	0
OPN4	0	0	0
LGR4	0	0	0
LGR5	0	0	0
IBD8	0	0	0
FXYD5	0	0	0
PPP1R11	0	0	0
NCKIPSD	0	0	0
GP1BA	1	1	0
UPB1	1	0	0
IBD6	0	0	0
IBD4	0	0	0
TRPV2	0	1	0
CLEC4C	0	0	0
TRPM8	0	0	0
TRPV5	0	0	0
TRPV6	0	0	0
NSD1	1	1	0
HPS4	0	0	0
FXYD6	0	0	0
FXYD7	0	0	0
EIF2B1	1	0	1
EIF2B4	1	0	1
GLC1B	0	0	1
CEACAM19	0	0	0
TRAF7	0	0	0
NUP155	1	0	0
OPN3	0	0	0
KATNA1	0	1	0
ZNF443	0	0	0
SOX30	0	0	0
HELZ	0	0	0
MIDN	0	0	0
DRGX	0	0	0
PKHD1	1	1	0
GPR75	0	0	0
TMC1	1	1	0
TMC2	1	1	0
SHFM5	0	0	0
PRSS12	1	0	0
LHFPL6	0	0	0
PNRC1	0	0	0
ASIC4	0	0	0
NAT8	0	0	0
XAF1	0	0	0
SLC26A2	1	1	0
ENDOU	0	0	0
NCALD	0	0	0
MAPKAPK5	0	0	0
MKNK1	0	0	0
CLN6	1	1	1
SLC12A5	1	1	0
NKX2-3	0	0	0
CAVIN2	0	0	0
OSBP2	0	0	0
OSBPL1A	0	0	0
OSBPL2	0	1	0
OSBPL3	0	0	0
OSBPL5	0	0	0
OSBPL6	0	0	0
OSBPL7	0	0	0
OSBPL8	0	0	0
OSBPL9	0	1	0
OSBPL10	0	0	0
OSBPL11	0	0	0
ZNF180	0	0	0
ZNF181	0	0	0
TLL1	0	1	0
TLL2	0	0	0
PARD3	0	1	0
MYDGF	0	0	0
VEZF1	0	0	0
COTL1	0	0	0
TINAG	0	0	0
ZBP1	0	0	0
TMPRSS5	1	0	0
TTC4	0	0	0
SAMHD1	0	1	0
PADI3	0	0	0
HSD17B7	0	0	0
SLC4A5	0	0	0
DUOX1	0	0	0
DUOX2	1	0	0
MLYCD	1	0	0
TPO	1	1	0
KCNG3	0	0	0
HELQ	0	0	0
MIOX	0	0	0
CSPG5	0	0	0
TGM7	0	0	0
SSH1	0	0	0
SSH2	0	0	0
SSH3	0	0	0
TKT	0	0	0
CLEC1A	0	0	0
CLEC1B	0	0	0
GSK3A	0	1	0
CD300C	0	0	0
CD300A	0	0	0
TPTE2	0	0	0
HRH4	0	0	0
NPEPPS	0	0	0
SLC25A10	0	0	0
SLC25A17	0	0	0
ST13	0	0	0
ST14	1	1	0
GAA	1	0	1
MAEA	0	0	0
SPIB	0	0	0
ACOT11	0	0	0
GOLM1	0	0	0
GOLIM4	0	0	0
FTCD	1	0	0
IL17RD	0	1	0
MYO3A	1	1	0
ACBD3	0	0	0
PRODH	1	1	0
ALDH4A1	1	0	0
SLC2A6	0	0	0
PRG3	0	0	0
CITED4	0	0	0
SIDT1	0	0	0
PTCRA	0	0	0
DPP3	0	0	0
DPP8	0	0	0
GLRX2	0	0	0
COG5	0	0	0
POMGNT1	1	0	0
ADGRA2	0	0	0
TNS3	0	0	0
PLXDC1	0	0	0
PLXDC2	0	0	0
NAGK	0	0	0
FXN	1	1	0
AGTPBP1	0	0	0
NLRC4	0	1	0
ERAP1	0	0	0
KMT2C	0	0	0
KMT2B	0	0	0
GCNT3	0	0	0
RB1CC1	1	1	0
PYCARD	0	1	0
CDHR5	0	0	0
DEDD	0	0	0
ALMS1	1	0	0
GOPC	0	0	0
SMYD1	0	0	0
TCOF1	1	1	0
NEK7	0	0	0
UBL5	0	0	0
MIPOL1	0	0	0
PARK10	0	0	0
ATP6V1G2	0	0	0
RLN3	0	0	0
GCLC	1	0	0
SERPING1	1	1	0
PATE1	0	0	0
OSCAR	0	0	0
TOX	0	0	0
FUT9	0	0	0
MRPL49	0	0	0
GORASP1	0	0	0
HIPK2	0	1	0
HEXA	1	0	1
JAM2	0	0	0
JAM3	1	0	0
CBLL1	0	0	0
HEXB	1	0	1
PITPNB	0	0	0
ANP32C	0	0	0
ANP32D	0	0	0
PHGDH	1	0	0
CASP8AP2	0	0	0
FHOD1	0	0	0
ATP7B	1	0	1
IRAK4	1	0	0
RBM5	0	0	0
ACADS	1	0	0
RBM6	0	1	0
SUOX	1	0	0
CHRNA6	0	0	0
GALC	1	0	1
FCRLA	0	0	0
STX12	0	0	0
DYX5	0	1	0
LYST	1	0	0
CACNG6	0	0	0
CACNG7	0	0	0
CACNG8	0	0	0
PYGO1	0	0	0
PYGO2	0	0	0
PREX1	0	0	0
MRM2	0	0	0
APOM	0	0	0
ARFGAP2	0	0	0
VAMP4	0	0	0
BCL2L10	0	0	0
SCAMP1	0	0	0
SCAMP2	0	0	0
SCAMP3	0	0	0
PKIB	0	0	0
GPR63	0	0	0
GPR61	0	0	0
GPR62	0	0	0
GOLGA5	0	0	0
CERS1	1	1	0
CERS2	0	0	0
GPR78	0	0	0
OXGR1	0	0	0
HCAR1	0	0	0
QRFPR	0	0	0
LPAR5	0	1	0
TAAR8	0	0	0
THOC3	0	0	0
THOC1	0	0	0
VPS29	0	0	0
TYR	1	1	0
NDUFAF1	1	1	1
RBM17	0	0	0
TRPM4	0	1	0
UROS	1	1	1
ATP6V1B2	1	1	0
ZFHX4	0	1	0
ALG9	1	0	0
COPE	0	0	0
ERBIN	0	0	0
LDLR	0	1	0
ANAPC2	0	0	0
ANAPC4	0	0	0
ANAPC5	0	0	0
ANAPC7	0	0	0
TRHDE	0	0	0
IFIH1	0	1	0
GALE	1	1	0
ZNF253	0	0	0
ZNF256	0	0	0
ZNF257	0	0	0
MPP5	0	0	0
MPP6	0	0	0
WBP1	0	0	0
WBP2	0	0	0
STK38	0	0	0
FASTK	0	0	0
LCAT	1	0	0
EEF2K	0	0	0
GEMIN4	0	0	0
COG1	0	0	0
COG2	0	0	0
COG3	0	0	0
COG4	1	0	0
COG6	1	0	0
COG7	0	0	0
COG8	0	0	0
COQ8A	1	0	0
GNG2	0	0	0
GGPS1	0	0	0
DGAT2	0	1	0
ELP4	0	0	0
GRK7	0	0	0
CHP1	0	0	0
MPO	1	1	0
COPB2	0	0	0
IP6K1	0	0	0
IP6K2	0	1	0
IP6K3	0	0	0
TNK2	1	0	0
C1D	0	0	0
FLOT1	0	0	0
GALT	1	1	0
MED24	0	0	0
EHMT1	0	1	0
PROK2	0	1	0
TSLP	0	0	0
GEMIN5	0	0	0
GEMIN6	0	0	0
SNAPIN	0	0	0
ACADM	1	0	0
TRPM6	1	0	0
DCP1A	0	0	0
USP17L9P	0	0	0
BDP1	0	0	0
BRF2	0	0	0
DFNA21	0	1	0
ADGRL2	0	0	0
RASSF3	0	0	0
RASSF5	0	0	0
SEZ6L	0	0	0
CTCFL	0	0	0
PLK2	0	0	0
DBR1	0	0	0
MELK	0	0	0
NAV2	0	0	0
ATP6V1A	0	0	0
ATP6V0D1	0	0	0
VAMP5	0	0	0
GCA	0	0	0
LIAS	1	0	0
SMG1	0	0	0
TFB1M	0	0	0
SUFU	1	1	1
IVD	1	0	0
EHHADH	0	1	0
OTOA	1	0	0
ABCC11	1	1	0
ABCC12	0	0	0
CLN3	1	0	0
TRAF3IP2	1	0	0
RMST	0	0	0
TOMM22	0	0	0
ATXN3	1	1	1
STARD3	0	0	0
STARD4	0	0	0
STARD5	0	0	0
STARD6	0	0	0
TUSC2	0	0	0
PHLDA3	0	1	0
TFB2M	0	0	0
IMPG2	1	1	0
USP18	0	0	0
GJD2	0	0	0
SLC39A4	1	0	0
PTGES3	0	0	0
FKBP7	0	0	0
FKBP10	1	0	0
PCOLCE2	0	0	0
QPCT	0	0	0
TRPV3	0	1	0
STH	0	0	0
CYB561D2	0	0	0
TMEM115	0	0	0
ZMYND10	1	0	0
HYAL1	1	0	0
NPRL2	0	0	0
NAA80	0	0	0
PRKD2	0	0	0
PDAP1	0	0	0
PI15	0	0	0
PRKD3	0	0	0
RHBG	0	0	0
TAPBPL	0	0	0
CACNA2D2	1	1	0
NSD3	0	1	0
CCNDBP1	0	0	0
SYF2	0	0	0
SPHK2	0	0	0
MTHFR	1	1	0
SOCS5	0	0	0
SLC22A12	1	0	0
SLC22A11	0	0	0
HINFP	0	0	0
NPHP1	1	1	1
WT1	1	1	0
ATE1	0	0	0
TNKS1BP1	0	0	0
NOX3	0	0	0
HM13	0	0	0
PAX6	1	1	0
APOBEC3A	0	0	0
APOBEC3B	0	0	0
SPART	1	1	0
FBXO2	0	0	0
APOBEC3G	0	0	0
ADAM33	0	0	0
MCPH1	1	0	0
MRPL3	1	0	0
RNF19A	0	0	0
PLCB1	1	0	0
PROKR1	0	0	0
PROKR2	0	1	0
PLPP1	0	0	0
PLPP3	0	0	0
PLPP2	0	0	0
ERC1	0	0	0
TNKS2	0	0	0
MICAL1	0	0	0
RPTOR	0	0	0
HNRNPDL	0	1	1
CREB3L4	0	0	0
FANCA	1	0	0
GLIPR2	0	0	0
ALG12	0	0	0
DTNBP1	1	0	0
PDZD3	0	0	0
NECTIN3	0	0	0
REXO2	0	0	0
FEV	0	0	0
SPG19	0	1	0
ITGB1BP1	0	1	0
ST3GAL6	0	0	0
SIGLEC11	0	0	0
VENTX	0	0	0
ZMIZ1	0	0	0
ATP6V1F	0	0	0
ST8SIA5	0	0	0
LOXL3	1	0	0
LBX2	0	0	0
SERINC3	0	0	0
TSGA10	0	0	0
DYNLRB1	0	0	0
DYNLRB2	0	0	0
PRSS16	0	0	0
CRELD1	0	1	0
CRELD2	0	0	0
STK11IP	0	0	0
PSMD14	0	0	0
DUSP16	0	0	0
CALN1	0	0	0
IER5	0	0	0
PDZK1IP1	0	0	0
RBM12	0	0	0
LRRC2	0	0	0
RTP3	0	0	0
FYCO1	1	0	0
SEC24A	0	0	0
SEC24B	0	0	0
SEC24C	0	0	0
SEC24D	1	0	0
ST3GAL1	0	1	0
ST3GAL2	0	0	0
RGS8	0	0	0
RGS13	0	0	0
RGS17	0	0	0
RGS18	0	0	0
RGS20	0	0	0
PTF1A	1	0	0
TDP1	1	1	0
IRF6	0	1	0
HNRNPR	0	0	0
SAV1	0	0	0
PUM1	0	0	0
PUM2	0	0	0
ALOXE3	1	0	0
STUB1	1	0	1
CARD10	0	0	0
CARD11	1	1	0
CARD14	1	1	0
CARD9	1	1	1
ORC6	1	0	0
NPHP4	1	0	0
SDK1	0	0	0
SDK2	0	0	0
IRF5	0	0	0
CNTN5	0	0	0
CNTN6	0	0	0
FBH1	0	0	0
SMOC2	1	1	0
LTO1	0	0	0
HDAC11	0	0	0
MRGPRX1	0	0	0
MRGPRX2	0	0	0
MRGPRX3	0	0	0
MRGPRX4	0	0	0
MRGPRD	0	0	0
MRGPRE	0	0	0
MRGPRF	0	0	0
MRGPRG	0	0	0
MAS1L	0	0	0
TMIE	1	0	0
COMMD1	0	0	0
DFNB33	1	0	0
KMT5A	0	0	0
FDCSP	0	0	0
AP2A2	0	0	0
AP4S1	1	0	0
AP4E1	1	1	0
AP4B1	1	0	0
AP3D1	0	0	0
CHODL	0	0	0
CATSPER2	0	0	0
TIMM22	0	0	0
APOL2	1	1	0
APOL3	0	0	0
APOL4	1	1	0
APOL5	0	0	0
APOL6	0	0	0
SOX6	0	0	0
LGALS14	0	0	0
EVC2	1	1	0
EPN1	0	0	0
EPN2	0	0	0
EPN3	0	0	0
CLINT1	0	0	0
POLE3	0	0	0
CHRAC1	0	0	0
POLE4	0	0	0
AUTS2	0	1	0
NDC80	0	0	0
FLCN	1	1	1
USP14	0	0	0
HOPX	0	0	0
SLEH1	0	1	0
CNTN4	0	0	0
LSM1	0	0	0
LSM2	0	0	0
LSM3	0	0	0
LSM4	0	0	0
LSM5	0	0	0
LSM6	0	0	0
LSM7	0	0	0
LSM8	0	0	0
BLOC1S5	0	0	0
SHISA5	0	0	0
SYNRG	0	0	0
SEMA4A	1	1	0
CLIC5	1	0	0
TGIF2	0	0	0
MYO18B	1	0	0
ATP6V1G1	0	0	0
NINJ2	0	0	0
GNG13	0	0	0
DNER	0	0	0
PRPF8	0	1	0
PRPF3	0	1	0
MORF4L1	0	0	0
MDS2	0	0	0
SRD5A2	1	1	0
FILIP1	0	0	0
AP1M2	0	0	0
ADAM7	0	0	0
PGR	1	1	0
ZC3HAV1	0	0	0
CABP2	1	0	0
CABP5	0	0	0
LOXL4	0	0	0
SFMBT1	0	0	0
RASGRP4	0	0	0
ATP1A4	0	0	0
DOCK9	0	1	0
MBNL2	0	0	0
HEXIM1	0	0	0
RP9	1	1	0
NREP	0	0	0
STRADB	0	0	0
TRAK2	0	0	0
BEST2	0	0	0
BEST4	0	0	0
BEST3	0	0	0
LEPROTL1	0	0	0
GABBR2	0	0	0
CPEB1	0	0	0
SALL4	0	1	0
TUBD1	0	0	0
TUBE1	0	0	0
ALPK1	0	0	0
HES5	0	0	0
TLN2	0	0	0
KIF13B	0	0	0
RHOBTB1	0	0	0
RHOBTB2	0	0	0
RHOBTB3	0	0	0
AGO3	0	0	0
AGO4	0	0	0
KCNQ5	0	0	0
AIRE	1	1	0
CCAR2	0	0	0
LACRT	0	0	0
RGMA	0	0	0
KNTC1	0	0	0
LIPH	1	0	0
KCNK12	0	0	0
KCNK13	0	0	0
KCNK15	0	0	0
KCNK16	0	0	0
KCNK17	0	0	0
MED15	0	0	0
THAP12	0	0	0
DOT1L	0	0	0
DCTN2	0	0	0
LENEP	0	0	0
SERBP1	0	0	0
NF2	1	1	1
TRAF3IP1	1	0	0
TIMM50	0	0	0
CLIP3	0	0	0
TIMM13	0	0	0
TIMM9	0	0	0
MGAT4C	0	0	0
IFT172	1	0	0
DCTN3	0	0	0
TIMM10B	0	0	0
SSBP2	0	0	0
SSBP3	0	0	0
SSBP4	0	0	0
WWTR1	0	1	0
CDC73	1	1	0
POU2F3	0	1	0
TOB2	0	0	0
MC2R	1	0	0
MCOLN2	0	0	0
MCOLN3	0	0	0
IFNL2	0	0	0
IFNL3	1	1	0
IFNL1	0	0	0
IFNLR1	0	0	0
TAAR5	0	0	0
STBD1	0	0	0
EBF3	0	0	0
DAOA	1	1	0
NRN1	0	0	0
DMBX1	0	0	0
BPIFA1	0	0	0
FEZF2	0	0	0
DAOA-AS1	0	0	0
CHL1	0	0	0
GCC1	0	0	0
GEMIN7	0	0	0
GABARAPL1	0	0	0
NME8	1	0	0
GCAT	0	0	0
POMT1	1	0	0
GLYAT	0	0	0
GJD3	0	0	0
ENOSF1	0	0	0
KIRREL1	0	0	0
PDSS1	1	0	0
DAZAP1	0	0	0
DAZAP2	0	0	0
TWF2	0	0	0
GTPBP2	0	0	0
ERAL1	0	0	0
PAPOLB	0	0	0
GPRC5D	0	0	0
POMT2	1	0	0
FKTN	1	0	0
EPSTI1	0	0	0
EML4	0	0	0
ELSPBP1	0	0	0
SBDS	1	0	1
EIF4ENIF1	0	0	0
BMIQ3	0	0	0
NPFFR1	0	0	0
NPFFR2	0	0	0
GMEB2	0	0	0
GABARAPL2	0	0	0
ZFAND3	0	0	0
UTP4	1	0	0
SCA18	0	1	0
PLA1A	0	0	0
DYM	1	0	0
ATN1	0	1	1
PPP1R13L	1	0	0
CDAN1	1	1	0
RAB2B	0	0	0
CLECL1	0	0	0
GPR88	1	0	0
NAAA	0	0	0
BCAS3	0	0	0
BCAS4	0	0	0
YME1L1	0	0	0
HGD	1	0	0
GTSE1	0	0	0
TPH2	0	1	0
APCDD1	1	1	0
MMAA	1	0	0
PARD6A	0	1	0
DYT15	0	1	0
CUL9	0	0	0
LDHD	0	0	0
POFUT1	0	1	0
PACS1	0	1	0
ING3	0	0	0
INPP4B	0	0	0
NOSTRIN	0	0	0
B3GAT2	0	0	0
DISP1	0	0	0
DISP2	0	0	0
PASK	0	0	0
ADAMTS14	0	0	0
ADAMTS15	0	0	0
ADAMTS16	0	0	0
ADAMTS17	1	0	0
ADAMTS18	1	0	0
ADAMTS19	0	0	0
PLAC8	0	0	0
LILRA4	0	0	0
LRRC25	0	0	0
PARP4	0	0	0
ZAR1	0	0	0
HPS5	0	0	0
HPS6	0	0	0
RNF39	0	0	0
ZNRD1	0	0	0
RPL27	0	0	0
PTBP3	0	0	0
ROBO4	0	0	0
SARS	0	0	0
HOXA11-AS	0	0	0
KLF12	0	0	0
PIBF1	0	0	0
DIS3	0	0	0
YAF2	0	0	0
RYBP	0	0	0
CRTC1	0	1	0
MAML2	0	0	0
NDEL1	0	1	0
KCNQ1	1	1	0
LRPPRC	1	0	0
MSMO1	1	0	0
CD200R1	0	0	0
RPL39L	0	0	0
RSPH6A	0	0	0
POTED	0	0	0
SLC16A10	0	0	0
SDF2L1	0	0	0
EPPK1	0	0	0
TOR3A	0	0	0
TWIST2	1	1	0
SLC17A8	0	1	0
SEC14L2	0	0	0
MGRN1	0	0	0
ARHGEF2	0	0	0
IL23R	0	0	0
SLC17A6	0	0	0
TRIM6	0	0	0
EPM2A	1	1	0
OLFM3	0	0	0
MMAB	1	0	0
DHX40	0	0	0
SLC25A21	0	0	0
MAP1S	0	0	0
ARSA	1	0	1
ADA2	1	1	0
CECR2	0	0	0
ENTPD4	0	0	0
SLC22A9	0	0	0
SLC22A10	0	0	0
SLC22A8	0	0	0
SLC22A6	0	0	0
PEX11G	0	0	0
SPG24	1	0	0
ATM	1	1	1
CARF	0	0	0
IL17D	0	0	0
PPIL2	0	0	0
SGK2	0	0	0
BBS7	1	0	0
SGK3	0	0	0
MDC1	0	0	0
RDH10	0	0	0
TICAM1	1	1	0
KCNG4	0	0	0
KCNV2	1	0	0
GSTA5	0	0	0
KRT9	1	1	0
NUP54	0	0	0
SMPD1	1	0	0
PPIL4	0	0	0
PLSCR2	0	0	0
PLSCR3	0	0	0
PLSCR4	0	0	0
NUP133	1	0	0
NUP160	0	0	0
NUP58	0	0	0
NUP107	1	0	0
DDX28	0	0	0
FRMD3	0	0	0
COLEC10	0	0	0
COLEC12	0	0	0
PMVK	0	1	0
NPC1	1	0	1
BPIFA4P	0	0	0
APH1A	0	0	0
APH1B	0	0	0
PSENEN	0	1	0
XDH	1	0	0
CPA4	0	0	0
EMX2OS	0	0	0
DCTD	0	0	0
SSC4D	0	0	0
ATXN7	1	1	1
RAI1	0	1	0
FSCN2	1	1	0
CANDN1	1	1	0
NSG1	0	0	0
ZBTB7B	1	0	0
PLVAP	0	0	0
STK39	0	0	0
OSTM1	1	0	0
DEFB118	0	0	0
PLEKHB1	0	0	0
STK36	0	0	0
RHOJ	0	1	0
CTH	1	0	0
EAF2	0	0	0
TSSK3	0	0	0
SPATA2	0	0	0
DDX25	0	0	0
GNS	1	0	0
ANGPTL5	0	0	0
CTNNA3	0	1	0
ARL6IP4	0	0	0
ARL6IP1	1	0	0
STK33	0	0	0
DYT13	0	1	0
CLCF1	1	0	0
EDEM1	0	0	0
RCOR1	0	0	0
DOCK4	0	0	0
RCHY1	0	0	0
FIP1L1	0	0	0
SAR1B	1	0	0
SAR1A	0	0	0
SECISBP2	0	0	0
EEFSEC	0	0	0
USH1G	1	1	0
SBF2	1	0	0
LCOR	0	0	0
RNF20	0	0	0
RNF40	0	0	0
KLHL41	1	0	0
TCIM	0	0	0
NUP210	0	0	0
KANK1	0	0	0
PSME4	0	0	0
CAMK2B	0	0	0
CAMK2D	0	1	0
TJP2	1	1	0
FAM189A2	0	0	0
DIP2A	0	0	0
HIC2	0	0	0
FGFBP2	0	0	0
TNIP1	0	0	0
TSC22D1	0	0	0
SYT13	0	0	0
TNS2	0	0	0
SYT6	0	0	0
SYT8	0	0	0
TSNAXIP1	0	0	0
EMC2	0	0	0
SUN1	0	0	0
CAPS2	0	0	0
PARP2	0	0	0
PARP3	0	0	0
CAND1	0	0	0
DDIT4	0	0	0
DDIT4L	0	0	0
SARM1	0	0	0
SCRIB	0	0	0
PGRMC2	0	0	0
FGFBP1	0	0	0
KCNB2	0	0	0
USP32	0	0	0
TBC1D3	0	0	0
KRT24	0	0	0
FRS2	0	0	0
FRS3	0	0	0
FERMT2	0	0	0
FBLIM1	0	0	0
CDCA3	0	0	0
APOBEC3C	0	0	0
TAS2R38	1	1	0
CCNO	1	0	0
SMUG1	0	0	0
MKRN1	0	0	0
MAPK8IP2	0	0	0
AASDHPPT	0	0	0
CBY1	0	0	0
CTNNBIP1	0	0	0
ITGA2B	1	1	0
TOPBP1	0	0	0
KIRREL3	0	1	0
KIRREL2	0	0	0
ACAP1	0	0	0
HSD3B7	1	0	0
ACAP2	0	0	0
SESN2	0	0	0
SESN3	0	0	0
PLEKHA4	0	0	0
PLEKHA5	0	0	0
PLEKHA6	0	0	0
PLEKHA1	0	0	0
PLEKHA2	0	0	0
PLEKHA3	0	0	0
KCNE4	0	0	0
SIN3A	0	0	0
SIN3B	0	0	0
PAQR7	0	0	0
PAQR8	0	0	0
PAQR5	0	0	0
LUC7L	0	0	0
MESD	0	0	0
ABCG4	0	0	0
PCSK9	0	1	0
GPR180	0	0	0
MCFD2	1	0	0
PHF3	0	0	0
TET1	0	0	0
GCSAM	0	0	0
PPAN	0	0	0
MESTIT1	0	0	0
PRPF4	0	1	0
PHF11	1	1	0
SNRNP40	0	0	0
TAF1L	0	0	0
ZDHHC17	0	0	0
ABCA12	1	0	0
CNNM1	0	0	0
CNNM2	1	1	0
CNNM3	0	0	0
CNNM4	1	0	0
OTOP1	1	0	0
ABCA13	0	0	0
NKX2-4	0	0	0
ACAT1	1	0	0
RSAD2	0	0	0
PAK1IP1	0	0	0
PLPPR4	0	0	0
RGS9BP	0	0	0
ANKS1B	0	0	0
PCGF6	0	0	0
VPS13B	1	0	0
ZNF365	0	1	0
SLC30A5	0	0	0
HOOK1	0	0	0
HOOK2	0	0	0
HOOK3	0	0	0
AHCYL1	0	0	0
OTOP2	0	0	0
OTOP3	0	0	0
FRAS1	1	0	0
TAC4	0	0	0
SF3B6	0	0	0
CLN8	1	0	0
GNPTG	1	0	0
GBE1	1	0	1
GNPTAB	1	0	1
PKHD1L1	1	0	0
LEMD3	0	1	0
XPO5	0	0	0
METTL2B	0	0	0
RILP	0	0	0
RDH11	1	0	0
NKD1	0	0	0
NKD2	0	0	0
BEST1	1	1	1
CGNL1	0	0	0
PSORS9	0	0	0
PARL	0	0	0
YY1AP1	0	0	0
DACT1	1	0	0
DIRAS1	0	0	0
DIRAS2	0	0	0
SETDB2	0	0	0
SPRYD7	0	0	0
RCBTB1	0	1	0
TRIM11	0	0	0
UNC5A	0	0	0
UNC5B	0	0	0
FBXO11	0	0	0
SCARF1	0	0	0
ZNF444	0	0	0
INPP5K	0	0	0
OTOS	0	0	0
NNT	1	0	0
EXOC1	0	0	0
EXOC6B	0	0	0
STAP2	0	0	0
SLC52A2	1	0	0
SLC52A1	0	1	0
CMTM1	0	0	0
CMTM2	0	0	0
CMTM3	0	0	0
CMTM4	0	0	0
CMTM5	0	0	0
CMTM6	0	0	0
CMTM7	0	0	0
CMTM8	0	0	0
DSG4	1	1	0
PKD1L2	0	0	0
PKD1L3	0	0	0
OVCA2	0	0	0
MSI2	0	0	0
TRIB3	0	0	0
WT1-AS	0	0	0
FERMT1	1	1	0
FERMT3	1	0	0
SNUPN	0	0	0
CACNA1H	0	1	0
ALG2	1	0	0
LIMS2	1	0	0
AZIN1	0	0	0
KIF9	0	0	0
EPM2AIP1	0	0	0
SELENOT	0	0	0
GPX6	0	0	0
SELENOH	0	0	0
SELENOI	0	0	0
SELENOK	0	0	0
SELENOO	0	0	0
SELENOS	0	0	0
SELENOV	0	0	0
A4GALT	0	1	0
SNAP91	0	0	0
MALAT1	0	0	0
BTLA	0	0	0
HCFC2	0	0	0
ANKFY1	0	0	0
WHRN	1	0	0
CCM2	0	1	0
CYTL1	0	0	0
ATXN2L	0	0	0
SLC7A11	0	0	0
PADI1	0	0	0
PADI2	0	0	0
NANOG	0	0	0
NTM	0	1	0
SUMF1	1	0	0
SUMF2	0	0	0
PIK3AP1	0	0	0
RASA4	0	0	0
ADIPOR1	0	0	0
ADIPOR2	0	0	0
KCNRG	0	0	0
PRSS50	0	0	0
CEP57	1	0	0
SLC6A11	0	0	0
TAGLN3	0	0	0
RANGRF	0	0	0
SASH1	0	0	0
MED8	0	0	0
CAMK1D	0	0	0
STXBP6	0	0	0
SLC7A10	0	0	0
DHX32	0	0	0
SEMA7A	1	1	0
MIR23A	0	0	0
MBD3L1	0	0	0
MBD3L2	0	0	0
SLEN1	0	0	0
SLEN2	0	0	0
SLEN3	0	0	0
BBS9	1	0	0
CLK4	0	0	0
GPR135	0	0	0
SLC6A15	0	0	0
SLC6A16	0	0	0
NETO1	0	0	0
NETO2	0	0	0
OSGIN1	0	0	0
COX4I2	1	0	0
HECA	0	0	0
SAMSN1	0	0	0
SERHL	0	0	0
TOMM7	0	0	0
NUB1	0	0	0
SCYL1	1	0	0
GORAB	1	0	0
SPRY4	0	1	0
NAGPA	0	1	0
S100A14	0	0	0
DNAJC10	0	0	0
SPOCK2	0	0	0
SPOCK3	0	0	0
UHRF1	0	0	0
SLC8A3	0	0	0
SUGP1	0	0	0
SUGP2	0	0	0
XRN1	0	0	0
UNC93A	0	0	0
NPB	0	0	0
NPW	0	0	0
TPP1	1	1	0
ASH1L	0	0	0
NAA15	0	0	0
NPHP3	1	1	0
HIPK1	0	0	0
NFKBIZ	0	0	0
SIL1	1	0	1
LMOD2	0	0	0
PLEK2	0	0	0
ANXA10	0	0	0
AK5	0	0	0
NPC1L1	1	0	0
GNL3	0	0	0
PDIA2	0	0	0
HSPB8	1	1	0
TSKU	0	0	0
COA4	0	0	0
FAM162A	0	0	0
PRSS27	0	0	0
TNIP3	0	0	0
NUCB2	0	0	0
WFIKKN1	0	0	0
DDX56	0	0	0
ECI2	0	0	0
NBAS	1	1	0
CLA3	1	0	0
ALS7	0	0	0
ASPA	1	0	0
CHPF2	0	0	0
PAK5	0	1	0
SPATA9	0	0	0
IFT74	0	0	0
