gene	recessive	dominant	adult_onset
ANTXR2	1	0	0
SYTL1	0	1	0
GALNT10	0	0	0
SLC5A8	0	0	0
SYVN1	0	0	0
UBE3B	1	0	0
SHPRH	0	0	0
TOR1B	0	0	0
TOR2A	0	0	0
ETFA	1	0	0
CYP2A7	0	0	0
CYP2A13	0	0	0
DNASE2B	0	0	0
G6PC2	0	0	0
HES7	1	1	0
HES4	0	0	0
TOMM40	0	0	0
DCDC1	0	0	0
KLHL5	0	0	0
SLC38A4	0	0	0
SAFB2	0	0	0
COP1	0	0	0
ERRFI1	0	0	0
HERPUD1	0	0	0
FBXW4	1	1	0
NHLRC1	1	1	0
NPM2	0	0	0
PDCD6IP	0	1	0
PLCZ1	0	0	0
TNK1	0	0	0
P2RX6	0	0	0
ELAC1	0	0	0
MRO	0	0	0
SYT15	0	0	0
YPEL1	0	0	0
APOC2	1	0	0
GIMAP1	0	0	0
GIMAP2	0	0	0
GIMAP5	1	0	0
GIMAP4	0	0	0
MLXIP	0	0	0
PALLD	0	1	0
SLC37A1	0	0	0
SCNM1	0	0	0
NFU1	1	0	0
HILS1	0	0	0
CLN5	1	0	1
ALG8	0	0	0
MEFV	1	1	0
CFDP1	0	0	0
PUS1	1	0	0
PAK6	0	0	0
FANCL	1	0	0
TRAK1	0	0	0
SGCZ	0	0	0
ADAP1	0	0	0
HHATL	0	0	0
PDE4DIP	0	0	0
HOMEZ	0	0	0
PARVA	0	0	0
PARVB	0	0	0
PARVG	0	0	0
ACOT8	0	0	0
XYLT1	1	1	0
XYLT2	1	1	0
WDHD1	0	0	0
PBX4	0	0	0
UBAC1	0	0	0
NUAK1	0	0	0
NUAK2	0	0	0
TTC8	1	0	0
PALM	0	0	0
ASPN	0	1	0
ARHGEF10	0	1	1
NSMF	0	1	0
PDCD7	0	0	0
CENPV	0	0	0
NUP35	0	0	0
NUP43	0	0	0
HSCB	0	0	0
GPAT4	0	0	0
SPDEF	0	0	0
NIPA1	0	1	0
NIPA2	0	0	0
TUBGCP5	0	0	0
SATB2	0	1	0
PPHLN1	0	0	0
WDR19	1	0	0
PTGES2	0	0	0
PPP1R14A	0	0	0
SYNPO	0	0	0
SLC25A2	0	0	0
PRSS21	0	0	0
SOX9	1	1	0
VTCN1	0	0	0
EXOC7	0	0	0
KCNV1	0	0	0
GULP1	0	0	0
SEMA3E	0	1	0
KCNT1	0	1	0
KCNH6	0	0	0
KCNH7	0	0	0
DDX41	0	1	1
CACNA2D4	1	0	0
DHDDS	1	0	0
EXT1	1	1	0
LUZP2	0	0	0
ATCAY	1	0	0
SPG21	1	0	0
KCNIP4	0	0	0
CHSY1	1	0	0
EXOC4	0	0	0
EXOC3	0	0	0
MCM8	1	0	0
CRLS1	0	0	0
NAT8B	0	0	0
RBAK	0	0	0
SCYL3	0	0	0
REC8	0	0	0
LRRC1	0	0	0
WRNIP1	0	0	0
PGLYRP3	0	0	0
PGLYRP4	0	0	0
PGLYRP2	0	0	0
CDK5RAP1	0	0	0
CDK5RAP2	1	0	0
CDK5RAP3	0	0	0
UNC93B1	1	1	0
MECR	0	0	0
SH3TC2	1	1	0
MARCH4	0	1	0
DPP10	0	0	0
EXT2	1	1	0
KAAG1	0	0	0
IRGM	0	1	0
CEND1	0	0	0
SCN3B	0	1	0
LHX6	0	0	0
COMMD5	0	0	0
KRT20	0	0	0
DFNB38	1	0	0
SPG25	1	0	1
MASTL	0	1	0
ADSL	1	0	0
GALNT14	0	0	0
NANOS1	0	1	0
NANOS2	0	0	0
NANOS3	0	0	0
CACNA1I	0	0	0
RASSF8	0	0	0
GAL3ST3	0	0	0
GAL3ST4	0	0	0
GAL3ST2	0	0	0
SPPL2A	0	0	0
SPPL2B	0	0	0
SPPL3	0	0	0
SNIP1	1	0	0
HERC5	0	0	0
NSMCE3	0	0	0
OTSC3	0	1	0
KRT71	1	1	0
KRT72	0	0	0
KRT73	0	0	0
KRT74	1	1	0
CCNB1IP1	0	0	0
SUDS3	0	0	0
AFAP1	0	0	0
TSKS	0	0	0
PAXIP1	0	0	0
TRAF3IP3	0	0	0
SCN4B	0	1	0
DPP9	0	0	0
IGF2BP3	0	0	0
KCNH8	0	1	0
SENP2	0	0	0
DIRC3	0	0	0
HSPBAP1	0	0	0
DFNB40	1	0	0
RRAGC	0	0	0
RRAGD	0	0	0
SLC28A3	0	0	0
TASP1	0	0	0
MACF1	0	0	0
NEU1	1	0	1
IL27	0	0	0
PRMT6	0	0	0
SLC22A15	0	0	0
SLC22A16	0	0	0
CHST15	0	0	0
GAS5	0	0	0
TAAR9	0	0	0
KIF21A	1	1	0
SPPL2C	0	0	0
NADSYN1	0	0	0
PCDH10	0	0	0
PCDH18	0	0	0
IGF2BP1	0	0	0
IGF2BP2	0	1	1
TTL	0	0	0
STOML2	0	0	0
ARHGAP17	0	0	0
NME6	0	0	0
FAM107A	0	0	0
FIBP	0	0	0
CCDC80	0	0	0
RNF34	0	0	0
NAGS	1	0	1
LGI2	0	0	0
LGI3	0	0	0
LGI4	0	0	0
CAGE1	0	0	0
SLC13A5	1	0	0
SP8	0	0	0
CPS1	1	0	0
ABTB1	0	0	0
PINK1	1	1	0
ASL	1	1	0
GCOM2	0	0	0
TWISTNB	0	0	0
ARG1	1	0	1
SEPT3	0	0	0
EAF1	0	1	0
GRHL3	0	1	0
TICAM2	0	1	0
KIF21B	0	0	0
SMIM3	0	0	0
PHF21A	0	0	0
STOML1	0	0	0
STOML3	0	0	0
MYRF	0	0	0
PRPF19	0	0	0
SLC36A2	1	1	0
SLC36A3	0	0	0
DOK4	0	0	0
DOK5	0	0	0
PLEKHO1	0	0	0
TPRA1	0	0	0
OTUB1	0	0	0
OTUB2	0	0	0
STXBP3	0	0	0
CYB5R1	0	0	0
CYB5R2	0	0	0
CYB5R4	0	0	0
HSPB9	0	0	0
NYS3	0	1	0
DCXR	1	1	0
BCKDHA	1	0	0
HSH2D	0	0	0
EMCN	0	0	0
IGSF11	0	0	0
ACRBP	0	0	0
AZIN2	0	0	0
ODF3	0	0	0
SULT1C4	0	0	0
SULT4A1	0	0	0
LRRC8A	0	1	0
STMN3	0	0	0
LIMA1	0	0	0
TCP10L	0	0	0
CEMIP	0	0	0
MYP17	0	1	0
RAD9B	0	0	0
GALNT13	0	0	0
SCD5	0	0	0
DFNA49	0	1	0
SYNGR4	0	0	0
HJV	1	0	1
DNAJC6	1	0	0
DNAJB12	0	0	0
ARFGAP1	0	0	0
NEMF	0	0	0
CCRL2	0	0	0
CERKL	1	0	0
DNAJA3	0	0	0
DPYSL5	0	0	0
GSDMC	0	0	0
TNS4	0	0	0
PTH2	0	0	0
ZNF213	0	0	0
ECSIT	0	1	0
AIS2	0	0	1
AIS3	0	0	1
DFNA43	0	1	0
SLC9A9	0	0	0
CSMD1	0	0	0
CSMD2	0	0	0
CSMD3	0	0	0
USH2A	1	0	0
MS4A4E	0	0	0
MS4A6E	0	0	0
MS4A10	0	0	0
ACCS	0	0	0
DPYSL4	0	0	0
DPPA3	0	0	0
C15orf48	0	0	0
XPO6	0	0	0
GPBP1	0	0	0
UBR5	0	0	0
PLCE1	1	1	0
MMP21	1	0	0
MMP28	0	0	0
SEPT8	0	0	0
MCEE	1	0	0
PANX1	0	0	0
PANX2	0	0	0
PANX3	0	0	0
MUC17	0	0	0
FN3K	0	0	0
MKRN2	0	0	0
PACRG	1	0	0
CYP26C1	1	0	0
CHST14	1	0	0
TRPC4AP	0	0	0
G3BP1	0	0	0
ZBTB18	0	1	0
GIT1	0	1	0
MRAS	0	0	0
SULT1B1	0	0	0
TLK1	0	0	0
TLK2	0	0	0
LACTB	0	0	0
SYNE1	1	1	1
SYNE2	0	1	0
KMT2E	0	0	0
IBD9	0	0	0
PTBP2	0	0	0
BLACE	0	0	0
ETHE1	1	0	0
PDGFC	0	0	0
CBLC	0	0	0
PYGM	1	1	0
CBX7	0	0	0
NCDN	0	0	0
CDKL3	0	0	0
ZNF276	0	0	0
COL27A1	1	0	0
AATF	0	0	0
AGGF1	0	0	0
SETX	1	1	1
AHSA1	0	0	0
STON2	0	0	0
NOCT	0	0	0
DDX17	0	0	0
ST6GAL2	0	0	0
ANAPC1	0	0	0
MYP5	0	1	0
HIBADH	0	0	0
TBKBP1	0	0	0
AKR7A3	0	0	0
AKR7L	0	0	0
SLC26A7	0	0	0
SLC26A8	0	1	0
SLC26A9	0	0	0
MMP25	0	0	0
AKTIP	0	0	0
TRAM2	0	0	0
MTSS1	0	0	0
TRIM5	0	1	0
SMOC1	1	0	0
STAG3	1	0	0
SLC38A1	0	0	0
DMTF1	0	0	0
OR5F1	0	0	0
OR10A5	0	0	0
OR2D2	0	0	0
OR6A2	0	0	0
OR5I1	0	0	0
OR2F1	0	0	0
ZPBP	0	0	0
ZPBP2	0	0	0
PRICKLE1	1	1	0
PRICKLE2	1	0	0
PCBP3	0	0	0
PCBP4	0	0	0
ARHGEF15	0	0	0
MFN1	0	0	0
MFN2	1	1	1
CYBA	1	0	0
SH2D1B	0	0	0
PHYHIP	0	0	0
NCF1	1	1	0
RPPH1	0	0	0
AIG1	0	0	0
NCF2	1	0	0
MYPN	0	1	0
FBXO16	0	0	0
LAMTOR5	0	0	0
RSF1	0	0	0
DIO3OS	0	0	0
ING4	0	0	0
ING5	0	0	0
NEU4	0	0	0
PIGU	0	0	0
FBN3	0	0	0
BTBD1	0	0	0
BTBD2	0	0	0
NCAPG2	0	0	0
FBXO38	0	1	0
ACTRT3	0	0	0
ACTRT2	0	0	0
GTPBP3	1	0	0
VHL	1	1	0
ARID5B	0	0	0
GLIS2	1	0	0
ARHGAP32	0	1	0
ANIB2	0	0	0
HDAC10	0	0	0
EIF4A3	1	0	0
VKORC1	1	1	0
HMCN1	0	1	0
VPS11	1	0	0
VPS16	0	0	0
VPS18	0	0	0
VPS33B	1	0	0
NPAS4	0	0	0
MTX2	0	0	0
BMIQ5	0	0	0
BMIQ6	0	0	0
STAB1	0	0	0
STAB2	0	0	0
GIT2	0	0	0
MUC15	0	0	0
MYH14	0	1	0
AHNAK2	0	0	0
EMSY	0	0	0
RDH8	0	0	0
GRHL2	1	1	0
CHURC1	0	0	0
MYH16	0	1	0
RP1L1	0	1	0
EGFL7	0	0	0
GHDC	0	0	0
DHX58	0	0	0
SLAMF9	0	0	0
CTDSPL	0	0	0
CFHR5	0	1	0
NPSR1	0	0	0
NPSR1-AS1	0	0	0
NEURL2	0	1	0
CASC2	0	0	0
RAB11FIP2	0	1	0
FBRS	0	0	0
SP140	0	0	0
GLDN	0	0	0
RBP7	0	0	0
STT3B	1	0	0
BHLHA15	0	0	0
NBPF12	0	0	0
PPIAL4E	0	0	0
PFN1P2	0	0	0
PDCD4	0	0	0
SP6	0	0	0
CYP4V2	1	0	0
OBSCN	0	0	0
FAM3B	0	0	0
FAM3C	0	0	0
FAM3D	0	0	0
SPA17	0	0	0
PTRH2	1	0	0
STRADA	0	0	0
TBL1XR1	1	1	0
ROBO3	1	0	0
MIR196A1	0	0	0
CASP12	0	1	0
ADAP2	0	0	0
PLEKHA8	0	0	0
ZNF461	0	0	0
PTGR2	0	0	0
DFNA31	0	1	0
SEC63	0	1	1
ULK2	0	1	0
AGAP1	0	0	0
DFNA47	1	1	0
GJC1	0	0	0
JDP2	0	0	0
SENP8	0	0	0
INSIG2	0	0	0
PODN	0	0	0
ANO5	1	1	0
ANO6	1	0	0
PSMC3IP	1	0	0
PEX26	1	0	0
NIPBL	1	1	0
ZMYND11	0	1	0
BNC2	0	1	0
DZIP1	0	0	0
DZIP3	0	0	0
SH3D19	0	0	0
FUK	0	0	0
TXLNA	0	0	0
MIB1	0	1	0
IL33	0	0	0
TP53RK	0	0	0
TPRKB	0	0	0
ADM2	0	0	0
CST8	0	0	0
NIN	1	0	0
SMC1B	0	0	0
RAB3IP	0	0	0
MESP1	0	0	0
SSX2IP	0	0	0
BLZF1	0	0	0
GORASP2	0	0	0
ZNF622	0	0	0
GLC1J	0	1	0
GLC1K	0	1	0
FIGLA	0	0	0
DCBLD2	0	0	0
BMPER	1	0	0
NMNAT1	1	0	0
NMNAT2	0	0	0
NMNAT3	0	1	0
SCA25	0	1	0
NMRK1	0	0	0
NMRK2	0	0	0
DNAAF4	1	1	0
CDON	0	1	0
BOC	0	0	0
CTDSP2	0	0	0
PTPRT	0	0	0
CYP2R1	1	0	0
SNTG1	0	0	0
SNTG2	0	0	0
LGALS13	0	0	0
KRTAP13-1	0	0	0
NR2C2AP	0	0	0
CAMK2N2	0	0	0
CAPZA3	0	0	0
PHACTR1	0	0	0
PHACTR2	0	0	0
PHACTR3	0	0	0
PHACTR4	0	1	0
DET1	0	0	0
AGTRAP	0	0	0
SLC39A5	0	1	0
SLC39A6	0	0	0
SLC39A8	1	0	0
SLC39A10	0	0	0
SLC39A12	0	0	0
SLC39A13	1	0	0
SLC39A14	0	0	0
RAB11FIP1	0	0	0
RAB11FIP3	0	0	0
ERI1	0	0	0
NFAM1	0	0	0
SYT11	1	0	0
JSRP1	0	0	0
SLC25A24	0	0	0
SLC25A25	0	0	0
SLC25A23	0	0	0
BMP10	0	0	0
BRD4	0	1	0
ALG3	1	0	0
C1QTNF5	0	1	0
TSEN2	1	0	0
TSEN34	0	0	0
TSEN54	1	1	0
TSEN15	0	0	0
CLP1	1	0	0
CYGB	0	0	0
ATG7	0	0	0
SLC5A7	0	1	0
NAMPT	0	1	0
LRP1B	0	0	0
FEM1C	0	0	0
PDHX	1	0	0
DLAT	1	0	0
MED13L	0	1	0
MIIP	0	0	0
TPPP	0	0	0
ANKK1	0	0	0
HAUS1	0	0	0
POSTN	0	0	0
KLHL10	0	1	0
GTF2H5	1	0	0
SMYD3	0	0	0
ZDHHC8	0	0	0
HTRA3	0	0	0
PC	1	0	0
OTSC5	0	1	0
SOCS7	0	0	0
NCKAP5	0	0	0
TADA2B	0	0	0
NXNL1	0	0	0
GIPC3	1	0	0
SPECC1	0	0	0
PITPNM1	0	0	0
PLCD3	0	0	0
MYMY3	0	0	0
MEI1	0	0	0
GSDME	0	1	0
GCDH	1	0	1
L3MBTL1	0	0	0
GJC2	1	1	0
NAALADL2	0	0	0
DERL1	0	0	0
EFHC1	1	1	0
LRRC4C	0	0	0
NTNG1	0	0	0
KRTAP1-1	0	0	0
KRTAP1-3	0	0	0
KRTAP1-4	0	0	0
KRTAP1-5	0	0	0
CGB1	0	0	0
CGB2	0	0	0
CGB5	0	0	0
CGB7	0	0	0
CGB8	0	0	0
DROSHA	0	1	0
SUMO4	0	0	0
RDH12	1	1	0
GREM2	0	0	0
RTEL1	1	1	1
CREB3L2	0	0	0
ABCC13	0	0	0
VKORC1L1	0	0	0
CAPN12	0	0	0
CPAMD8	0	0	0
CHCHD1	0	0	0
VASN	0	0	0
NEIL1	0	0	0
ARL6	1	1	0
CPT1C	0	1	1
FTMT	0	0	0
FNBP1L	0	0	0
UHMK1	0	0	0
MCDR3	0	1	0
XRN2	0	0	0
BLID	0	0	0
OSCP1	0	0	0
TTYH2	0	0	0
CTAGE1	0	0	0
CTAGE3P	0	0	0
FGFR1OP2	0	0	0
CD109	0	0	0
ASTL	0	0	0
ATP6V1H	0	0	0
NAXE	0	0	0
PDPN	0	0	0
URB1	0	0	0
FRA10AC1	0	0	0
DUSP10	0	0	0
LRIG1	0	0	0
LRIG2	1	0	0
LRIG3	0	0	0
NIPSNAP3A	0	0	0
NIPSNAP3B	0	0	0
SEMA6B	0	0	0
PCF11	0	0	0
VPS13D	0	0	0
VPS13C	1	0	1
ZFYVE16	0	0	0
MICAL2	0	0	0
MICAL3	0	0	0
RALGAPA1	0	0	0
PPARGC1B	1	1	0
PURB	0	0	0
RBM45	0	0	0
ACMSD	0	0	0
OSR1	0	0	0
CHD7	0	1	0
SLC6A19	1	1	1
AHI1	1	0	0
SGCG	1	0	0
UNC13D	1	0	0
GTF2IRD2	0	0	0
GTF2IRD2B	0	0	0
ARL5B	0	0	0
CTAGE4	0	0	0
POTEB	0	0	0
POTEH	0	0	0
POTEE	0	0	0
POTEA	0	0	0
POTEG	0	0	0
ATPAF1	0	0	0
ATPAF2	1	0	0
TTYH3	0	0	0
PITPNM2	0	0	0
PITPNM3	1	1	0
ARL13B	0	0	0
TAAR6	0	0	0
FOXP4	0	0	0
MMRN2	0	0	0
EMID1	0	0	0
COL26A1	0	0	0
EMILIN2	0	0	0
EMILIN3	0	0	0
NEIL2	0	0	0
NEIL3	0	0	0
OPRPN	0	0	0
SH2B1	0	0	0
RPS6KB1	0	0	0
RPS6KB2	0	0	0
GNG3	0	0	0
DYNLL2	0	0	0
CIAPIN1	0	0	0
FREM1	1	1	0
FREM2	1	0	0
FREM3	0	0	0
KCTD13	0	0	0
ZIC4	0	0	0
GLTP	0	0	0
CNOT6	0	0	0
RIF1	0	0	0
TEKT2	0	0	0
MON1B	0	0	0
TTLL1	0	0	0
SLC46A2	0	0	0
ADA	1	0	1
DPH3	0	0	0
ARL5A	0	0	0
TRPM3	0	0	0
RHBDL2	0	0	0
NUTM1	0	0	0
TBPL2	0	0	0
CABP4	1	0	0
DACT2	0	0	0
MAFB	1	1	0
UTP14C	1	0	0
CRTC2	0	0	0
SIK2	0	0	0
C1RL	0	0	0
PARD6B	0	0	0
PARD6G	0	0	0
DNAJC19	1	1	0
PPM1M	0	0	0
ACVR1C	0	0	0
RNF2	0	0	0
CRTC3	0	0	0
P4HA3	0	0	0
SDR16C5	0	0	0
ADAMTS10	1	1	0
MAML3	0	0	0
BCL6B	0	0	0
APOBEC3F	0	0	0
ANKS1A	0	0	0
DYX8	0	1	0
EIPR1	0	0	0
TSSC2	0	0	0
MOXD1	0	0	0
PIK3C2G	0	0	0
TEKT1	0	0	0
FIS1	0	1	0
BCL9L	0	0	0
WDR17	0	0	0
LRRK2	0	1	1
YWHAQ	0	0	0
MCCC1	1	1	0
VASH1	0	0	0
WDR5	0	0	0
SLCO4C1	0	0	0
MCCC2	1	0	0
ERMAP	0	0	0
HLCS	1	0	0
BTD	1	0	0
FOLH1B	0	0	0
RICTOR	0	1	0
PNKD	0	1	0
KDELR2	0	0	0
KRT75	0	0	0
TIFA	0	0	0
DGCR8	0	0	0
EPPIN	0	0	0
FRG2	0	0	0
HEYL	0	0	0
RAPH1	0	0	0
APBB1IP	0	0	0
RND1	0	1	0
SPG27	1	1	1
OPN5	0	0	0
RXFP4	0	0	0
FFAR4	0	0	0
GPR141	0	0	0
GPR142	0	0	0
MTA3	0	0	0
CARD8	0	0	0
CLN9	1	0	0
MMUT	1	0	1
PNPLA2	1	0	1
ENAH	0	0	0
POU6F2	0	1	0
TXN2	1	0	0
CNDP1	0	0	0
AJUBA	0	0	0
SCX	0	0	0
DAND5	0	0	0
FBXW2	0	0	0
FBXW5	0	1	0
FBXW8	0	0	0
FBXW9	0	0	0
FBXW12	0	0	0
FBXL6	0	0	0
FBXL8	0	0	0
KDM2B	0	0	0
FBXL12	0	0	0
FBXL13	0	0	0
FBXL14	0	0	0
FBXL16	0	0	0
FBXL17	0	0	0
FBXL18	0	0	0
FBXL19	0	0	0
FBXL20	0	0	0
FBXL21P	0	0	0
FBXL22	0	0	0
FBXO3	0	0	0
FBXO4	0	0	0
FBXO9	0	0	0
FBXO10	0	0	0
FBXO15	0	0	0
FBXO17	0	0	0
FBXO21	0	0	0
FBXO22	0	0	0
FBXO24	0	0	0
FBXO25	0	0	0
FBXO27	0	0	0
FBXO28	0	0	0
FBXO30	0	1	0
FBXO31	1	0	0
FBXO33	0	0	0
FBXO34	0	0	0
FBXO36	0	0	0
FBXO39	0	0	0
FBXO40	0	0	0
FBXO41	0	0	0
FBXO42	0	0	0
FBXO43	0	0	0
FBXO44	0	0	0
FBXO45	0	0	0
DSTN	1	0	0
FBXO46	0	0	0
PDCD10	0	0	0
THAP11	0	0	0
CATSPER3	0	0	0
CATSPER4	0	0	0
ANIB3	1	1	0
ATP8B4	0	0	0
ZNF385A	0	0	0
MOSPD3	0	0	0
ATP9A	0	0	0
CENPS	0	0	0
CLDN7	0	0	0
KDM1A	0	1	0
FIZ1	0	1	0
UBR2	0	0	0
RTP1	0	0	0
RTP2	0	0	0
REEP1	1	1	0
CEACAM3	0	0	0
FLVCR1	1	1	0
NFASC	0	0	0
RIC8A	0	0	0
RIC8B	0	0	0
SLC29A4	0	0	0
CXXC1	0	0	0
UBXN11	0	0	0
ASCL3	0	0	0
ASCL4	0	0	0
NCLN	0	0	0
NOMO1	0	0	0
NOMO2	0	0	0
NOMO3	0	0	0
HCAR2	0	0	0
SGO1	1	1	0
GAPDHS	0	0	0
ERP44	0	0	0
CDC42EP5	0	0	0
PPP1R16A	0	0	0
KNL1	1	0	0
NSL1	0	0	0
DSN1	0	0	0
PMF1	0	0	0
ZWINT	0	0	0
MIS12	0	0	0
DYRK4	0	0	0
SLC35D2	0	0	0
AURKAIP1	0	0	0
KIF4B	0	0	0
ZHX2	0	1	0
D2HGDH	1	0	0
SUGCT	1	0	0
MPLKIP	1	0	0
ASF1A	0	0	0
ASF1B	0	0	0
AKIP1	0	0	0
LRR1	0	0	0
CABLES1	0	0	0
MRAP	1	1	0
ADAMTSL1	0	0	0
ADAMTSL3	0	0	0
UBASH3B	0	0	0
SCGN	0	0	0
CLDN23	0	0	0
MRPS16	1	0	0
DAB2IP	0	0	0
EEF1E1	0	0	0
MREG	0	0	0
KAZALD1	0	0	0
IVNS1ABP	0	0	0
CLDN18	0	0	0
MYL12B	0	0	0
ASRGL1	0	0	0
SEC61A1	0	1	0
SEC61B	0	0	0
SEC61G	0	0	0
SPIRE1	0	0	0
SPIRE2	0	0	0
NUDT14	0	0	0
NAT10	0	0	0
WIPI1	0	0	0
WIPI2	0	0	0
WDR45B	0	0	0
NUDT3	0	0	0
NUDT4	0	0	0
NUDT5	0	0	0
NUDT7	0	0	0
NUDT12	0	0	0
NUDT13	0	0	0
EIF2A	0	0	0
BRSK1	0	0	0
BRSK2	0	0	0
IQCB1	1	0	0
RABGAP1L	0	0	0
LPAR6	1	1	0
HASPIN	0	0	0
RAET1E	0	0	0
RAET1G	0	0	0
GPSM2	1	0	0
PDXP	0	1	0
RNF13	0	0	0
HERC4	0	0	0
HERC6	0	0	0
FCRLB	0	0	0
LIPI	0	1	0
FEB6	0	1	0
FEB5	0	1	0
MYP7	0	0	0
MYP8	0	0	0
MYP9	0	0	0
MYP10	0	0	0
CRBN	1	0	0
SEH1L	0	0	0
NUP37	0	0	0
MAGEF1	0	0	0
SREK1	0	0	0
KIAA0319	0	1	0
TPSD1	0	0	0
NACA2	0	0	0
RAB3GAP2	1	0	0
NCAPD3	0	0	0
MOCS3	0	0	0
IZUMO1	0	0	0
CENPJ	1	0	0
EIF2AK4	1	0	0
MOB1A	0	0	0
MOB1B	0	0	0
SH3GLB1	0	0	0
SH3GLB2	0	0	0
AK3	0	0	0
SPRED1	0	1	0
SPRED2	0	0	0
SPRED3	0	0	0
SEMA6C	0	0	0
SEMA6D	0	0	0
SEMA5A	0	0	0
SEMA5B	0	0	0
CYP17A1	1	1	0
PERP	0	0	0
SLC25A22	1	0	0
SLC25A18	0	0	0
LXN	0	0	0
MSH2	1	1	1
DBH	1	0	0
RSPH1	1	0	0
TRIM7	0	0	0
TRIM31	0	0	0
TRIM36	0	0	0
TRIM45	0	0	0
SASS6	1	0	0
OLIG3	0	0	0
MIR1-1	0	0	0
MIR124-1	0	0	0
UCK1	0	0	0
UCK2	0	0	0
OIT3	0	0	0
BHLHE23	0	0	0
TTC7A	1	0	0
TAAR1	0	0	0
ODR4	0	1	0
ANGPTL6	0	0	0
MIR155	0	0	0
TPSG1	0	0	0
CBLIF	1	0	1
PRSS22	0	0	0
KCP	0	0	0
REEP6	0	0	0
REEP2	1	1	0
REEP3	0	0	0
REEP4	0	0	0
RTP4	0	0	0
ARL11	0	0	0
ESCO2	1	0	0
MIR32	0	0	0
NUFIP2	0	0	0
MCM10	0	0	0
ETV2	0	0	0
HS1BP3	0	0	0
RNLS	0	0	0
MOB4	0	0	0
PLA2G15	0	0	0
NLRP2	0	0	0
GNL2	0	0	0
CTR9	0	0	0
KIF1BP	1	0	0
ATL2	0	0	0
ATL3	0	1	0
STK35	0	0	0
FAM13B	0	0	0
FAM53C	0	0	0
KDM3B	0	0	0
CDCA5	0	0	0
LIN9	0	0	0
ACD	1	1	0
LCN6	0	0	0
LMLN	0	0	0
STXBP5L	0	0	0
IER3IP1	1	0	0
NIPAL4	1	0	0
DND1	1	0	0
SMC5	0	0	0
SMC6	0	0	0
METTL9	0	0	0
INPP5F	0	0	0
FIG4	1	1	1
SP5	0	0	0
KLF3	0	0	0
KLF14	0	0	0
SPC24	0	0	0
SPC25	0	0	0
PHLPP1	0	0	0
STOX1	0	0	0
ATP6V1D	0	0	0
SPESP1	0	0	0
HS6ST3	0	0	0
ARHGAP8	0	1	0
PRR5	0	0	0
HS3ST5	0	0	0
HNRNPA0	0	0	0
SYNJ2	0	0	0
SYNJ2BP	0	0	0
ERCC8	1	0	0
ERCC6	1	1	0
PIKFYVE	0	1	0
MIR17HG	0	1	0
MIR17	0	0	0
MIR18A	0	0	0
MIR19A	0	0	0
MIR19B1	0	0	0
MIR20A	0	0	0
MIR92A1	0	0	0
RC3H1	1	0	0
MINK1	0	0	0
LHFPL5	1	0	0
FOXN4	0	0	0
NPAS3	0	0	0
MBIP	0	0	0
UIMC1	0	0	0
LUC7L3	0	0	0
NDUFA13	0	1	0
FGF21	0	0	0
STK40	0	0	0
UTP11	0	0	0
CELA2A	0	0	0
CELA2B	0	0	0
RXFP3	0	0	0
MZB1	0	1	0
TXNDC12	0	0	0
NDE1	1	0	0
MXD3	0	0	0
ZFP90	0	0	0
GOLGA7	0	0	0
PELP1	0	0	0
HAL	1	1	0
MAN2B1	1	0	0
DGCR6L	0	0	0
TRIB1	0	0	0
TRIB2	0	0	0
MRTFB	0	1	0
CCL3P1	0	0	0
CCL3L3	0	0	0
GBA2	1	0	0
CNGA4	0	0	0
CGN	0	0	0
NPTXR	0	0	0
AKAP8L	0	0	0
NLK	0	0	0
SMCO4	0	0	0
ST8SIA3	0	0	0
MAP3K20	1	1	0
ISL2	0	0	0
AGR3	0	0	0
FAM84B	0	0	0
LYPD3	0	0	0
MOAP1	0	0	0
EAPP	0	0	0
MAP3K2	0	0	0
CCDC110	0	0	0
MANBA	1	1	0
CARD17	0	0	0
GPSM1	0	0	0
RASSF2	0	0	0
SLC2A4RG	0	0	0
ZNF395	0	0	0
GGNBP1	0	0	0
ERAP2	0	0	0
FBXO47	0	0	0
MCF2L	0	0	0
TDRKH	0	0	0
CDHR1	1	0	1
THEG	0	0	0
MCRS1	0	0	0
TRIM16	0	0	0
CYP27B1	1	1	0
TOPORS	0	1	0
IL31	0	0	0
IL31RA	0	1	0
RBSN	0	0	0
CHMP2B	0	1	1
NPS	0	0	0
TAF8	0	1	0
ZNF382	0	0	0
TIAF1	0	0	0
THAP7	0	0	0
TFPT	0	0	0
THAP1	0	1	1
SLC30A1	0	0	0
ELOA2	0	0	0
ALDH3A2	1	0	0
METTL8	0	0	0
PLEKHG4	0	1	1
RAPGEF5	0	0	0
RAPGEF2	0	0	0
RASGRP3	0	0	0
ATAD5	0	0	0
PTPMT1	0	0	0
ARID2	0	0	0
WDR61	0	0	0
ATP8A1	0	0	0
LINC00293	0	0	0
CCP110	0	0	0
USP29	0	0	0
LMAN1L	0	0	0
ZNF330	0	0	0
LMAN2	0	0	0
LMAN2L	1	0	0
RTBDN	0	0	0
ITM2C	0	0	0
CPXM1	0	0	0
ATP13A4	0	0	0
PREPL	1	0	0
CAMKMT	0	0	0
CPA5	0	0	0
CPA6	1	1	0
CPO	0	0	0
PARP10	0	0	0
MCEMP1	0	0	0
PFM3	0	1	0
PNPLA3	0	0	0
ARHGAP20	0	0	0
